PhiL	ThetaL	PhiP	ThetaP	PhiPi	ThetaPi
0.000   0.281	1.591   0.286   1.421   0.238
0.000   6.065	4.696   2.904   1.488   -0.120
0.000   5.321	4.713   2.165   1.572   -0.913
0.000   0.826	1.575   0.803   1.554   0.923
0.000   5.522	4.712   2.377   1.570   -0.753
0.000   5.336	4.737   2.191   1.676   -0.933
0.000   5.876	4.722   2.717   1.605   -0.344
0.000   0.410	1.571   0.409   1.572   0.412
0.000   6.240	4.730   3.100   1.631   -0.050
0.000   0.077	1.588   0.061   1.494   0.145
0.000   0.017	1.568   0.022   1.578   -0.000
0.000   0.294	1.592   0.306   1.482   0.244
0.000   5.905	4.692   2.755   1.447   -0.326
0.000   0.107	1.563   0.126   1.600   0.036
0.000   0.975	1.570   0.998   1.574   0.870
0.000   0.419	1.575   0.441   1.555   0.331
0.000   0.365	1.547   0.361   1.674   0.386
0.000   0.427	1.592   0.432   1.493   0.407
0.000   0.642	1.580   0.639   1.544   0.652
0.000   0.432	1.584   0.414   1.486   0.544
0.000   5.492	4.688   2.350   1.429   -0.792
0.000   5.419	4.691   2.268   1.441   -0.804
0.000   5.863	4.731   2.716   1.722   -0.375
0.000   5.462	4.704   2.298   1.528   -0.717
0.000   5.524	4.717   2.406   1.592   -0.876
0.000   6.210	4.713   3.056   1.573   -0.036
0.000   5.666	4.719   2.525   1.590   -0.619
0.000   0.893	1.594   0.894   1.423   0.887
0.000   0.139	1.585   0.121   1.467   0.262
0.000   5.423	4.706   2.260   1.540   -0.760
0.000   0.890	1.580   0.908   1.535   0.821
0.000   0.130	1.551   0.138   1.723   0.062
0.000   5.956	4.699   2.803   1.444   -0.222
0.000   0.993	1.576   0.993   1.553   0.994
0.000   0.383	1.579   0.362   1.519   0.506
0.000   5.697	4.721   2.577   1.622   -0.725
0.000   5.979	4.724   2.817   1.645   -0.175
0.000   1.232	1.592   1.238   1.487   1.207
0.000   1.113	1.583   1.129   1.525   1.051
0.000   0.336	1.585   0.339   1.418   0.301
0.000   0.025	1.557   0.009   1.658   0.134
0.000   0.499	1.577   0.475   1.542   0.619
0.000   6.006	4.697   2.869   1.520   -0.293
0.000   1.186	1.569   1.196   1.576   1.155
0.000   5.471	4.691   2.339   1.455   -0.862
0.000   0.543	1.554   0.549   1.630   0.521
0.000   5.446	4.712   2.326   1.570   -0.930
0.000   5.881	4.693   2.736   1.428   -0.371
0.000   0.746	1.583   0.764   1.509   0.649
0.000   0.644	1.558   0.628   1.617   0.703
0.000   0.386	1.578   0.406   1.514   0.233
0.000   0.253	1.554   0.243   1.708   0.331
0.000   6.265	4.707   3.101   1.539   0.105
0.000   5.818	4.700   2.667   1.528   -0.435
0.000   0.010	4.703   3.131   1.506   0.155
0.000   0.833	1.551   0.845   1.692   0.759
0.000   0.996	1.559   0.993   1.611   1.008
0.000   5.999	4.698   2.864   1.521   -0.310
0.000   0.107	1.587   0.095   1.511   0.148
0.000   6.267	4.720   3.103   1.610   0.104
0.000   0.625	1.571   0.601   1.570   0.761
0.000   5.933	4.709   2.774   1.559   -0.287
0.000   0.068	1.552   0.083   1.667   -0.005
0.000   0.209	1.549   0.205   1.677   0.227
0.000   0.282	1.572   0.293   1.554   0.142
0.000   6.256	4.723   3.093   1.623   0.080
0.000   0.023	1.555   0.029   1.628   0.004
0.000   5.740	4.715   2.602   1.579   -0.554
0.000   6.030	4.708   2.866   1.554   -0.165
0.000   5.505	4.711   2.340   1.564   -0.645
0.000   0.575	1.553   0.568   1.635   0.603
0.000   0.262	1.585   0.272   1.522   0.227
0.000   6.267	4.712   3.118   1.571   0.010
0.000   0.357	1.556   0.344   1.699   0.462
0.000   0.750	1.562   0.758   1.597   0.725
0.000   5.596	4.732   2.443   1.686   -0.619
0.000   5.668	4.732   2.521   1.646   -0.597
0.000   0.311	1.590   0.303   1.414   0.371
0.000   6.123	4.699   3.003   1.502   -0.274
0.000   5.339	4.688   2.198   1.431   -0.949
0.000   1.048	1.581   1.030   1.532   1.118
0.000   0.929	1.574   0.930   1.562   0.924
0.000   5.683	4.696   2.523   1.488   -0.508
0.000   1.169	1.569   1.172   1.576   1.162
0.000   0.493	1.588   0.500   1.509   0.467
0.000   0.222	1.579   0.239   1.505   0.082
0.000   5.503	4.729   2.349   1.691   -0.686
0.000   0.160	1.585   0.178   1.518   0.094
0.000   6.043	4.700   2.883   1.522   -0.168
0.000   6.191	4.692   3.048   1.494   -0.087
0.000   5.409	4.732   2.255   1.684   -0.806
0.000   0.315	1.558   0.308   1.612   0.341
0.000   5.478	4.689   2.343   1.459   -0.839
0.000   5.696	4.724   2.541   1.672   -0.465
0.000   0.206	1.589   0.197   1.498   0.244
0.000   0.017	1.579   0.002   1.543   0.068
0.000   0.772	1.566   0.795   1.593   0.667
0.000   0.143	1.585   0.125   1.509   0.224
0.000   5.982	4.727   2.824   1.676   -0.179
0.000   0.315	1.554   0.323   1.632   0.287
0.000   5.374	4.714   2.236   1.575   -0.920
0.000   6.156	4.724   3.008   1.704   -0.057
0.000   6.208	4.693   3.077   1.489   -0.118
0.000   6.055	4.690   2.919   1.442   -0.255
0.000   0.655	1.581   0.645   1.537   0.687
0.000   0.063	1.571   0.056   1.569   0.084
0.000   1.028	1.585   1.020   1.525   1.056
0.000   0.244	1.562   0.224   1.638   0.392
0.000   5.406	4.704   2.242   1.533   -0.772
0.000   0.744	1.582   0.765   1.499   0.619
0.000   5.619	4.722   2.471   1.600   -0.644
0.000   0.017	4.721   3.139   1.637   0.158
0.000   0.772	1.569   0.780   1.577   0.750
0.000   0.236	1.577   0.256   1.546   0.162
0.000   5.794	4.708   2.629   1.550   -0.387
0.000   6.273	4.712   3.107   1.570   0.114
0.000   0.002	4.730   3.139   1.723   0.045
0.000   6.208	4.695   3.048   1.491   0.012
0.000   0.247	1.594   0.248   1.468   0.244
0.000   5.802	4.718   2.637   1.593   -0.388
0.000   0.869	1.592   0.871   1.403   0.857
0.000   5.443	4.732   2.288   1.655   -0.783
0.000   0.318	1.572   0.341   1.564   0.204
0.000   0.981	1.593   0.978   1.482   0.991
0.000   6.269	1.583   0.002   1.485   -0.129
0.000   0.662	1.558   0.647   1.619   0.722
0.000   5.152	4.706   1.986   1.541   -1.021
0.000   5.955	4.728   2.793   1.652   -0.224
0.000   0.808	1.573   0.810   1.565   0.803
0.000   0.247	1.570   0.258   1.583   0.109
0.000   0.735	1.582   0.736   1.534   0.730
0.000   0.221	1.582   0.202   1.522   0.300
0.000   0.647	1.585   0.653   1.523   0.628
0.000   5.801	4.735   2.667   1.688   -0.522
0.000   6.160	4.729   3.008   1.633   -0.083
0.000   0.251	1.547   0.246   1.689   0.280
0.000   0.051	1.566   0.074   1.589   -0.040
0.000   5.748	4.727   2.591   1.624   -0.477
0.000   0.168	1.576   0.178   1.554   0.136
0.000   0.624	1.562   0.603   1.630   0.758
0.000   5.454	4.728   2.295   1.655   -0.730
0.000   1.014	1.553   1.023   1.634   0.980
0.000   6.237	4.703   3.075   1.534   0.034
0.000   0.591	1.574   0.614   1.557   0.480
0.000   5.448	4.701   2.284   1.515   -0.731
0.000   0.143	1.560   0.121   1.622   0.255
0.000   6.258	4.736   3.121   1.690   -0.053
0.000   0.395	1.563   0.405   1.595   0.363
0.000   5.876	4.691   2.730   1.481   -0.385
0.000   0.392	1.551   0.393   1.730   0.384
0.000   0.271	1.575   0.247   1.552   0.381
0.000   0.387	1.563   0.401   1.650   0.243
0.000   5.876	4.695   2.749   1.477   -0.490
0.000   0.537	1.573   0.558   1.555   0.397
0.000   5.980	4.697   2.827   1.441   -0.205
0.000   6.179	4.709   3.034   1.561   -0.093
0.000   0.522	1.594   0.523   1.439   0.518
0.000   5.582	4.727   2.427   1.624   -0.650
0.000   0.918	1.583   0.903   1.526   0.975
0.000   0.226	1.571   0.251   1.569   0.110
0.000   6.111	4.696   2.969   1.518   -0.171
0.000   6.048	4.716   2.909   1.581   -0.240
0.000   1.005	1.577   0.982   1.545   1.100
0.000   6.073	4.716   2.942   1.582   -0.241
0.000   0.357	1.553   0.360   1.632   0.345
0.000   5.675	4.704   2.545   1.543   -0.648
0.000   1.072	1.585   1.070   1.522   1.077
0.000   6.227	4.734   3.087   1.725   -0.071
0.000   6.226	4.725   3.066   1.655   0.061
0.000   6.074	4.697   2.930   1.409   -0.183
0.000   0.284	1.590   0.270   1.492   0.340
0.000   0.459	1.594   0.452   1.461   0.493
0.000   5.578	4.695   2.452   1.485   -0.778
0.000   0.989	1.561   1.011   1.616   0.888
0.000   0.864	1.575   0.886   1.546   0.727
0.000   5.962	4.695   2.831   1.434   -0.405
0.000   5.605	4.706   2.483   1.545   -0.757
0.000   6.068	4.723   2.924   1.606   -0.207
0.000   0.544	1.555   0.539   1.624   0.560
0.000   0.238	1.576   0.247   1.503   0.135
0.000   5.888	4.708   2.763   1.556   -0.451
0.000   1.028	1.589   1.044   1.465   0.938
0.000   0.907	1.584   0.923   1.474   0.784
0.000   0.117	1.575   0.139   1.550   0.016
0.000   5.784	4.734   2.652   1.682   -0.549
0.000   5.623	4.695   2.496   1.492   -0.728
0.000   5.516	4.689   2.380   1.459   -0.793
0.000   6.099	4.707   2.975   1.524   -0.334
0.000   0.332	1.566   0.311   1.588   0.407
0.000   0.734	1.567   0.737   1.583   0.726
0.000   0.165	1.556   0.149   1.638   0.241
0.000   0.192	1.564   0.180   1.595   0.232
0.000   0.969	1.581   0.985   1.534   0.909
0.000   0.912	1.564   0.935   1.607   0.796
0.000   5.597	4.735   2.463   1.671   -0.722
0.000   5.411	4.717   2.273   1.584   -0.884
0.000   5.426	4.725   2.272   1.613   -0.816
0.000   0.200	1.575   0.201   1.559   0.196
0.000   5.778	4.701   2.654   1.530   -0.572
0.000   5.631	4.698   2.472   1.519   -0.589
0.000   6.275	4.690   3.137   1.480   -0.023
0.000   5.652	4.724   2.496   1.609   -0.582
0.000   5.225	4.722   2.094   1.605   -1.093
0.000   0.343	1.592   0.340   1.426   0.362
0.000   5.912	4.729   2.780   1.630   -0.406
0.000   5.115	4.724   1.954   1.618   -1.087
0.000   0.148	1.556   0.162   1.683   0.044
0.000   5.050	4.714   1.901   1.576   -1.211
0.000   0.383	1.555   0.366   1.660   0.480
0.000   5.396	4.716   2.271   1.582   -0.942
0.000   5.732	4.703   2.576   1.482   -0.406
0.000   5.191	4.705   2.027   1.539   -0.991
0.000   0.115	1.550   0.109   1.661   0.142
0.000   0.551	1.552   0.548   1.641   0.563
0.000   0.390	1.554   0.390   1.628   0.394
0.000   5.222	4.729   2.067   1.635   -1.006
0.000   5.369	4.704   2.224   1.545   -0.900
0.000   0.759	1.566   0.781   1.601   0.612
0.000   0.992	1.591   1.004   1.487   0.942
0.000   5.627	4.735   2.493   1.680   -0.695
0.000   0.779	1.556   0.767   1.623   0.822
0.000   6.053	4.722   2.891   1.611   -0.147
0.000   5.524	4.706   2.395   1.550   -0.801
0.000   5.660	4.733   2.512   1.721   -0.581
0.000   5.969	4.703   2.824   1.542   -0.305
0.000   5.497	4.735   2.360   1.690   -0.810
0.000   0.567	1.565   0.544   1.599   0.676
0.000   5.271	4.708   2.108   1.541   -0.868
0.000   6.237	4.734   3.093   1.718   -0.030
0.000   5.494	4.708   2.357   1.555   -0.803
0.000   6.095	4.714   2.931   1.583   -0.038
0.000   0.515	1.571   0.490   1.568   0.634
0.000   0.634	1.577   0.654   1.526   0.497
0.000   0.179	1.573   0.200   1.554   0.026
0.000   6.257	4.712   3.133   1.571   -0.089
0.000   5.345	4.714   2.181   1.578   -0.849
0.000   6.228	4.705   3.095   1.480   -0.165
0.000   6.109	4.689   2.965   1.414   -0.159
0.000   6.106	4.711   2.943   1.562   -0.016
0.000   0.880	1.584   0.897   1.518   0.812
0.000   0.104	1.592   0.110   1.472   0.076
0.000   1.205	1.566   1.224   1.588   1.143
0.000   5.776	4.697   2.636   1.415   -0.525
0.000   6.214	4.713   3.049   1.574   0.039
0.000   5.979	4.736   2.830   1.696   -0.263
0.000   5.424	4.717   2.282   1.586   -0.857
0.000   5.583	4.699   2.432   1.522   -0.664
0.000   5.437	4.730   2.308   1.645   -0.899
0.000   0.157	1.574   0.175   1.542   -0.002
0.000   0.752	1.562   0.766   1.598   0.705
0.000   0.561	1.585   0.563   1.424   0.534
0.000   0.274	1.570   0.296   1.576   0.147
0.000   0.007	4.732   3.135   1.652   0.064
0.000   6.236	4.726   3.104   1.617   -0.081
0.000   5.965	4.694   2.825   1.406   -0.335
0.000   5.980	4.716   2.827   1.608   -0.172
0.000   5.471	4.714   2.349   1.578   -0.882
0.000   6.061	4.706   2.897   1.539   -0.109
0.000   0.215	1.571   0.223   1.570   0.194
0.000   6.220	4.691   3.084   1.478   -0.087
0.000   6.071	4.690   2.939   1.463   -0.258
0.000   5.908	4.707   2.780   1.554   -0.418
0.000   0.968	1.566   0.967   1.586   0.969
0.000   5.376	4.712   2.224   1.569   -0.878
0.000   5.891	4.701   2.745   1.537   -0.380
0.000   5.824	4.695   2.689   1.426   -0.517
0.000   0.099	1.594   0.108   1.466   0.057
0.000   0.075	1.554   0.074   1.740   0.080
0.000   0.291	1.580   0.312   1.512   0.157
0.000   0.028	1.589   0.029   1.507   0.024
0.000   0.818	1.594   0.812   1.451   0.850
0.000   0.286	1.552   0.273   1.645   0.339
0.000   0.833	1.554   0.846   1.684   0.744
0.000   5.553	4.689   2.407   1.434   -0.701
0.000   6.224	4.693   3.087   1.425   -0.090
0.000   0.513	1.582   0.532   1.521   0.428
0.000   5.480	4.737   2.340   1.685   -0.812
0.000   0.182	1.562   0.201   1.606   0.106
0.000   1.157	1.563   1.169   1.599   1.114
0.000   0.556	1.595   0.554   1.431   0.567
0.000   1.101	1.579   1.115   1.543   1.055
0.000   0.900	1.577   0.902   1.553   0.893
0.000   5.828	4.708   2.664   1.543   -0.317
0.000   0.016	1.547   0.017   1.718   0.008
0.000   6.254	4.700   3.095   1.522   0.037
0.000   0.650	1.553   0.658   1.713   0.586
0.000   0.636	1.583   0.616   1.517   0.728
0.000   0.775	1.586   0.757   1.483   0.882
0.000   0.178	1.568   0.154   1.585   0.279
0.000   0.114	1.568   0.091   1.584   0.214
0.000   5.778	4.728   2.620   1.633   -0.440
0.000   6.008	4.730   2.881   1.651   -0.340
0.000   0.593	1.583   0.612   1.520   0.510
0.000   6.136	4.698   2.980   1.462   -0.037
0.000   0.033	1.577   0.052   1.546   -0.040
0.000   5.401	4.728   2.240   1.651   -0.787
0.000   6.149	4.704   2.998   1.546   -0.105
0.000   5.551	4.712   2.387   1.566   -0.584
0.000   0.302	1.564   0.308   1.593   0.286
0.000   6.273	4.730   3.131   1.634   -0.008
0.000   0.644	1.554   0.655   1.700   0.556
0.000   0.272	1.566   0.262   1.587   0.305
0.000   6.193	4.720   3.073   1.613   -0.215
0.000   1.018	1.548   1.018   1.659   1.022
0.000   0.356	1.552   0.368   1.689   0.286
0.000   0.029	1.586   0.017   1.436   0.132
0.000   0.252	1.559   0.259   1.699   0.176
0.000   0.781	1.552   0.768   1.651   0.835
0.000   0.756	1.594   0.751   1.467   0.777
0.000   6.224	4.710   3.095   1.546   -0.205
0.000   5.806	4.716   2.670   1.581   -0.493
0.000   1.163	1.590   1.176   1.489   1.107
0.000   0.489	1.565   0.502   1.635   0.354
0.000   5.374	4.703   2.223   1.539   -0.878
0.000   0.189	1.559   0.209   1.640   0.064
0.000   0.757	1.587   0.769   1.454   0.671
0.000   5.429	4.702   2.281   1.539   -0.835
0.000   0.282	1.554   0.270   1.704   0.381
0.000   5.494	4.711   2.346   1.565   -0.769
0.000   0.051	1.568   0.035   1.598   0.202
0.000   0.060	1.564   0.047   1.593   0.100
0.000   0.814	1.588   0.828   1.476   0.734
0.000   0.027	1.557   0.030   1.616   0.017
0.000   6.154	4.699   2.993   1.503   -0.026
0.000   0.692	1.584   0.710   1.482   0.575
0.000   5.705	4.729   2.581   1.639   -0.653
0.000   6.220	4.709   3.102   1.552   -0.191
0.000   5.514	4.714   2.373   1.574   -0.771
0.000   5.454	4.712   2.290   1.569   -0.687
0.000   0.529	1.574   0.518   1.560   0.561
0.000   5.841	4.694   2.714   1.490   -0.502
0.000   0.402	1.585   0.408   1.419   0.337
0.000   5.645	4.691   2.500   1.478   -0.624
0.000   0.275	1.571   0.251   1.572   0.372
0.000   6.165	4.728   3.023   1.725   -0.115
0.000   0.348	1.592   0.345   1.488   0.362
0.000   5.329	4.716   2.190   1.582   -0.962
0.000   5.443	4.721   2.290   1.599   -0.805
0.000   1.034	1.560   1.036   1.603   1.030
0.000   6.052	4.716   2.887   1.588   -0.108
0.000   5.614	4.717   2.494   1.591   -0.769
0.000   0.206	1.568   0.209   1.579   0.199
0.000   0.437	1.552   0.427   1.717   0.517
0.000   5.604	4.729   2.446   1.666   -0.582
0.000   5.570	4.695   2.413   1.461   -0.611
0.000   5.732	4.723   2.570   1.639   -0.416
0.000   0.371	1.566   0.395   1.600   0.224
0.000   5.645	4.734   2.515   1.660   -0.688
0.000   0.847	1.564   0.847   1.591   0.845
0.000   0.123	1.568   0.107   1.579   0.178
0.000   5.463	4.706   2.344   1.545   -0.919
0.000   0.373	1.565   0.393   1.612   0.226
0.000   5.834	4.728   2.673   1.648   -0.350
0.000   0.467	1.552   0.457   1.697   0.533
0.000   6.053	4.723   2.930   1.647   -0.370
0.000   5.350	4.720   2.193   1.596   -0.879
0.000   5.778	4.689   2.644   1.448   -0.548
0.000   6.151	4.723   2.991   1.612   -0.058
0.000   5.615	4.734   2.476   1.652   -0.678
0.000   5.660	4.715   2.528   1.577   -0.653
0.000   5.889	4.703   2.768   1.524   -0.499
0.000   0.769	1.584   0.752   1.522   0.829
0.000   1.001	1.592   1.009   1.427   0.944
0.000   1.107	1.579   1.097   1.546   1.137
0.000   1.049	1.586   1.064   1.509   0.989
0.000   5.958	4.734   2.820   1.718   -0.356
0.000   0.498	1.589   0.509   1.446   0.417
0.000   6.046	4.691   2.905   1.417   -0.242
0.000   6.027	4.735   2.875   1.696   -0.198
0.000   0.555	1.568   0.532   1.588   0.694
0.000   0.892	1.590   0.897   1.423   0.847
0.000   5.623	4.720   2.491   1.597   -0.691
0.000   0.168	1.575   0.188   1.557   0.091
0.000   1.046	1.577   1.046   1.552   1.046
0.000   6.047	4.701   2.891   1.466   -0.112
0.000   0.633	1.583   0.631   1.532   0.641
0.000   5.443	4.702   2.320   1.530   -0.917
0.000   1.128	1.560   1.143   1.612   1.070
0.000   5.902	4.690   2.751   1.447   -0.326
0.000   5.943	4.735   2.803   1.655   -0.347
0.000   0.946	1.550   0.941   1.653   0.965
0.000   5.254	4.717   2.106   1.585   -1.009
0.000   0.219	1.553   0.228   1.709   0.142
0.000   0.050	1.572   0.065   1.567   -0.001
0.000   5.206	4.695   2.051   1.439   -0.983
0.000   6.171	4.731   3.022   1.640   -0.082
0.000   0.651	1.554   0.636   1.658   0.728
0.000   5.568	4.700   2.446   1.505   -0.819
0.000   0.439	1.592   0.449   1.429   0.375
0.000   0.001	4.731   3.134   1.705   0.069
0.000   0.393	1.590   0.408   1.477   0.323
0.000   6.086	4.694   2.945   1.411   -0.209
0.000   0.412	1.576   0.405   1.556   0.433
0.000   5.665	4.711   2.543   1.565   -0.692
0.000   0.338	1.575   0.345   1.558   0.313
0.000   0.064	1.591   0.075   1.444   -0.000
0.000   6.204	4.698   3.051   1.514   -0.034
0.000   0.093	1.576   0.072   1.529   0.254
0.000   0.063	1.549   0.073   1.660   0.022
0.000   0.202	1.554   0.211   1.631   0.166
0.000   6.078	4.709   2.932   1.560   -0.192
0.000   6.154	4.715   2.991   1.589   0.017
0.000   0.011	1.557   0.014   1.719   -0.021
0.000   0.869	1.592   0.871   1.428   0.852
0.000   0.383	1.582   0.399   1.530   0.320
0.000   5.473	4.702   2.350   1.530   -0.884
0.000   0.373	1.552   0.370   1.642   0.387
0.000   5.882	4.701   2.721   1.526   -0.326
0.000   0.136	1.551   0.147   1.697   0.064
0.000   0.223	1.570   0.225   1.574   0.217
0.000   0.680	1.570   0.699   1.574   0.610
0.000   0.786	1.580   0.770   1.537   0.846
0.000   0.612	1.567   0.632   1.585   0.541
0.000   5.673	4.713   2.527   1.572   -0.595
0.000   1.167	1.593   1.174   1.447   1.130
0.000   0.031	1.592   0.040   1.488   -0.006
0.000   6.219	4.719   3.091   1.592   -0.112
0.000   0.424	1.575   0.407   1.536   0.580
0.000   5.630	4.710   2.508   1.560   -0.729
0.000   0.196	1.589   0.205   1.423   0.122
0.000   0.357	1.594   0.350   1.462   0.392
0.000   0.637	1.557   0.625   1.615   0.675
0.000   0.254	1.573   0.277   1.560   0.151
0.000   0.230	1.552   0.215   1.682   0.322
0.000   5.174	4.692   2.027   1.487   -1.086
0.000   5.917	4.735   2.775   1.686   -0.360
0.000   6.053	4.689   2.903   1.463   -0.188
0.000   6.277	4.703   3.127   1.539   0.020
0.000   0.754	1.569   0.777   1.577   0.670
0.000   1.052	1.575   1.057   1.557   1.037
0.000   0.339	1.559   0.319   1.638   0.454
0.000   5.587	4.715   2.434   1.577   -0.662
0.000   0.521	1.571   0.498   1.571   0.618
0.000   0.120	1.583   0.129   1.434   0.026
0.000   1.209	1.588   1.224   1.482   1.127
0.000   0.925	1.591   0.934   1.493   0.893
